Model,MSO2024
Firmware Version,1.39

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.2
Label,,
TIME,CH1,CH2
3.80241e-05,0.008,7.62939e-09
3.80251e-05,0.008,-0.00799999
3.80261e-05,0.008,7.62939e-09
3.80271e-05,0.008,-0.00799999
3.80281e-05,0.008,7.62939e-09
3.80291e-05,0.008,-0.00799999
3.80301e-05,0.008,7.62939e-09
3.80311e-05,0.008,-0.00799999
3.80321e-05,0.008,7.62939e-09
3.80331e-05,0.008,-0.00799999
3.80341e-05,0.008,7.62939e-09
3.80351e-05,0.008,-0.00799999
3.80361e-05,0.008,7.62939e-09
3.80371e-05,0.008,-0.00799999
3.80381e-05,0.008,7.62939e-09
3.80391e-05,0.008,-0.00799999
3.80401e-05,0.008,7.62939e-09
3.80411e-05,0.008,-0.00799999
3.80421e-05,0.008,7.62939e-09
3.80431e-05,0.008,-0.00799999
3.80441e-05,0.008,7.62939e-09
3.80451e-05,0,-0.00799999
3.80461e-05,0.008,7.62939e-09
3.80471e-05,0.008,-0.00799999
3.80481e-05,0.008,7.62939e-09
3.80491e-05,0,-0.00799999
3.80501e-05,0.008,7.62939e-09
3.80511e-05,0.008,-0.00799999
3.80521e-05,0.008,7.62939e-09
3.80531e-05,0.008,-0.00799999
3.80541e-05,0.008,7.62939e-09
3.80551e-05,0.008,-0.00799999
3.80561e-05,0.008,7.62939e-09
3.80571e-05,0.008,-0.00799999
3.80581e-05,0.008,7.62939e-09
3.80591e-05,0,-0.00799999
3.80601e-05,0.008,7.62939e-09
3.80611e-05,0.008,-0.00799999
3.80621e-05,0.008,7.62939e-09
3.80631e-05,0.008,-0.00799999
3.80641e-05,0.008,7.62939e-09
3.80651e-05,0.008,-0.00799999
3.80661e-05,0.008,7.62939e-09
3.80671e-05,0.008,-0.00799999
3.80681e-05,0.008,7.62939e-09
3.80691e-05,0.008,-0.00799999
3.80701e-05,0.008,7.62939e-09
3.80711e-05,0.008,-0.00799999
3.80721e-05,0.008,7.62939e-09
3.80731e-05,0.008,-0.00799999
3.80741e-05,0.008,-0.00799999
3.80751e-05,0.008,-0.00799999
3.80761e-05,0.008,-0.00799999
3.80771e-05,0.008,-0.00799999
3.80781e-05,0.008,7.62939e-09
3.80791e-05,0.008,-0.00799999
3.80801e-05,0.008,7.62939e-09
3.80811e-05,0.008,-0.00799999
3.80821e-05,0.008,7.62939e-09
3.80831e-05,0.008,-0.00799999
3.80841e-05,0.008,7.62939e-09
3.80851e-05,0.008,-0.00799999
3.80861e-05,0.008,7.62939e-09
3.80871e-05,0.008,-0.00799999
3.80881e-05,0.008,7.62939e-09
3.80891e-05,0.008,-0.00799999
3.80901e-05,0.008,7.62939e-09
3.80911e-05,0.008,-0.00799999
3.80921e-05,0,7.62939e-09
3.80931e-05,0.008,-0.00799999
3.80941e-05,0.008,7.62939e-09
3.80951e-05,0.008,-0.00799999
3.80961e-05,0.008,7.62939e-09
3.80971e-05,0.008,-0.00799999
3.80981e-05,0.008,7.62939e-09
3.80991e-05,0.008,-0.00799999
3.81001e-05,0.008,7.62939e-09
3.81011e-05,0.008,-0.00799999
3.81021e-05,0.008,7.62939e-09
3.81031e-05,0.008,-0.00799999
3.81041e-05,0.008,7.62939e-09
3.81051e-05,0.008,-0.00799999
3.81061e-05,0.008,7.62939e-09
3.81071e-05,0.008,-0.00799999
3.81081e-05,0.008,7.62939e-09
3.81091e-05,0.008,-0.00799999
3.81101e-05,0.008,7.62939e-09
3.81111e-05,0.008,-0.00799999
3.81121e-05,0.008,7.62939e-09
3.81131e-05,0.008,-0.00799999
3.81141e-05,0.008,7.62939e-09
3.81151e-05,0.008,-0.00799999
3.81161e-05,0.008,7.62939e-09
3.81171e-05,0.008,-0.00799999
3.81181e-05,0.008,7.62939e-09
3.81191e-05,0.008,-0.00799999
3.81201e-05,0.008,7.62939e-09
3.81211e-05,0.008,-0.00799999
3.81221e-05,0.008,7.62939e-09
3.81231e-05,0.008,-0.00799999
3.81241e-05,0.008,-0.00799999
3.81251e-05,0.008,-0.00799999
3.81261e-05,0.008,7.62939e-09
3.81271e-05,0.008,-0.00799999
3.81281e-05,0.008,7.62939e-09
3.81291e-05,0.008,-0.00799999
3.81301e-05,0.008,7.62939e-09
3.81311e-05,0.008,-0.00799999
3.81321e-05,0.008,7.62939e-09
3.81331e-05,0.008,-0.00799999
3.81341e-05,0.008,7.62939e-09
3.81351e-05,0.008,-0.00799999
3.81361e-05,0.008,7.62939e-09
3.81371e-05,0.008,-0.00799999
3.81381e-05,0.008,7.62939e-09
3.81391e-05,0.008,-0.00799999
3.81401e-05,0.008,7.62939e-09
3.81411e-05,0.008,-0.00799999
3.81421e-05,0.008,7.62939e-09
3.81431e-05,0.008,-0.00799999
3.81441e-05,0.008,7.62939e-09
3.81451e-05,0.008,-0.00799999
3.81461e-05,0.008,7.62939e-09
3.81471e-05,0.008,-0.00799999
3.81481e-05,0.008,-0.00799999
3.81491e-05,0.008,-0.00799999
3.81501e-05,0.008,7.62939e-09
3.81511e-05,0.008,-0.00799999
3.81521e-05,0.008,-0.00799999
3.81531e-05,0.008,-0.00799999
3.81541e-05,0.008,7.62939e-09
3.81551e-05,0.016,-0.00799999
3.81561e-05,0.008,7.62939e-09
3.81571e-05,0.008,-0.00799999
3.81581e-05,0.008,7.62939e-09
3.81591e-05,0.008,-0.00799999
3.81601e-05,0.008,7.62939e-09
3.81611e-05,0.008,-0.00799999
3.81621e-05,0.008,7.62939e-09
3.81631e-05,0.008,-0.00799999
3.81641e-05,0.008,7.62939e-09
3.81651e-05,0.008,-0.00799999
3.81661e-05,0.008,7.62939e-09
3.81671e-05,0.008,-0.00799999
3.81681e-05,0.008,7.62939e-09
3.81691e-05,0.008,-0.00799999
3.81701e-05,0.008,7.62939e-09
3.81711e-05,0.008,-0.00799999
3.81721e-05,0.008,7.62939e-09
3.81731e-05,0.008,-0.00799999
3.81741e-05,0.008,7.62939e-09
3.81751e-05,0.008,-0.00799999
3.81761e-05,0.008,7.62939e-09
3.81771e-05,0.008,-0.00799999
3.81781e-05,0.008,7.62939e-09
3.81791e-05,0.008,-0.00799999
3.81801e-05,0.008,7.62939e-09
3.81811e-05,0.008,-0.00799999
3.81821e-05,0.008,7.62939e-09
3.81831e-05,0.008,-0.00799999
3.81841e-05,0.008,7.62939e-09
3.81851e-05,0.008,-0.00799999
3.81861e-05,0.008,7.62939e-09
3.81871e-05,0.008,-0.00799999
3.81881e-05,0.008,-0.00799999
3.81891e-05,0.008,-0.00799999
3.81901e-05,0.008,-0.00799999
3.81911e-05,0.008,-0.00799999
3.81921e-05,0.008,7.62939e-09
3.81931e-05,0.008,-0.00799999
3.81941e-05,0.008,7.62939e-09
3.81951e-05,0.008,-0.00799999
3.81961e-05,0.008,7.62939e-09
3.81971e-05,0.008,-0.00799999
3.81981e-05,0.008,7.62939e-09
3.81991e-05,0.008,-0.00799999
3.82001e-05,0.008,7.62939e-09
3.82011e-05,0.008,-0.00799999
3.82021e-05,0.008,7.62939e-09
3.82031e-05,0.008,-0.00799999
3.82041e-05,0.008,7.62939e-09
3.82051e-05,0,-0.00799999
3.82061e-05,0.008,7.62939e-09
3.82071e-05,0,-0.00799999
3.82081e-05,0.008,7.62939e-09
3.82091e-05,0.008,-0.00799999
3.82101e-05,0.008,7.62939e-09
3.82111e-05,0.008,-0.00799999
3.82121e-05,0.008,7.62939e-09
3.82131e-05,0.008,-0.00799999
3.82141e-05,0.008,7.62939e-09
3.82151e-05,0.008,-0.00799999
3.82161e-05,0.008,7.62939e-09
3.82171e-05,0.008,-0.00799999
3.82181e-05,0.008,7.62939e-09
3.82191e-05,0.008,-0.00799999
3.82201e-05,0.008,7.62939e-09
3.82211e-05,0.008,-0.00799999
3.82221e-05,0.008,7.62939e-09
3.82231e-05,0,-0.00799999
3.82241e-05,0.008,7.62939e-09
3.82251e-05,0,-0.00799999
3.82261e-05,0.008,7.62939e-09
3.82271e-05,0.008,-0.00799999
3.82281e-05,0.008,7.62939e-09
3.82291e-05,0.008,-0.00799999
3.82301e-05,0.008,7.62939e-09
3.82311e-05,0,-0.00799999
3.82321e-05,0.008,7.62939e-09
3.82331e-05,0.008,-0.00799999
3.82341e-05,0.008,7.62939e-09
3.82351e-05,0.008,-0.00799999
3.82361e-05,0.008,7.62939e-09
3.82371e-05,0.008,-0.00799999
3.82381e-05,0.008,7.62939e-09
3.82391e-05,0.008,-0.00799999
3.82401e-05,0.008,7.62939e-09
3.82411e-05,0.008,-0.00799999
3.82421e-05,0.008,7.62939e-09
3.82431e-05,0,-0.00799999
3.82441e-05,0.008,7.62939e-09
3.82451e-05,0.008,-0.00799999
3.82461e-05,0.008,7.62939e-09
3.82471e-05,0.008,-0.00799999
3.82481e-05,0,7.62939e-09
3.82491e-05,0,-0.00799999
3.82501e-05,0.008,7.62939e-09
3.82511e-05,0.008,-0.00799999
3.82521e-05,0.008,7.62939e-09
3.82531e-05,0.008,-0.00799999
3.82541e-05,0.008,7.62939e-09
3.82551e-05,0.008,-0.00799999
3.82561e-05,0.008,7.62939e-09
3.82571e-05,0.008,-0.00799999
3.82581e-05,0.008,7.62939e-09
3.82591e-05,0.008,-0.00799999
3.82601e-05,0.008,7.62939e-09
3.82611e-05,0.008,-0.00799999
3.82621e-05,0.008,-0.00799999
3.82631e-05,0.008,-0.00799999
3.82641e-05,0.008,7.62939e-09
3.82651e-05,0.008,-0.00799999
3.82661e-05,0.008,7.62939e-09
3.82671e-05,0.008,-0.00799999
3.82681e-05,0.008,7.62939e-09
3.82691e-05,0.008,-0.00799999
3.82701e-05,0.008,7.62939e-09
3.82711e-05,0.008,-0.00799999
3.82721e-05,0.008,7.62939e-09
3.82731e-05,0.008,-0.00799999
3.82741e-05,0.008,7.62939e-09
3.82751e-05,0.008,-0.00799999
3.82761e-05,0.008,7.62939e-09
3.82771e-05,0.008,-0.00799999
3.82781e-05,0.008,7.62939e-09
3.82791e-05,0.008,-0.00799999
3.82801e-05,0.008,7.62939e-09
3.82811e-05,0.008,-0.00799999
3.82821e-05,0.008,7.62939e-09
3.82831e-05,0.008,-0.00799999
3.82841e-05,0.008,7.62939e-09
3.82851e-05,0,-0.00799999
3.82861e-05,0,-0.00799999
3.82871e-05,0.008,-0.00799999
3.82881e-05,0.008,7.62939e-09
3.82891e-05,0.008,-0.00799999
3.82901e-05,0.008,7.62939e-09
3.82911e-05,0.008,-0.00799999
3.82921e-05,0.008,-0.00799999
3.82931e-05,0.008,-0.00799999
3.82941e-05,0.008,7.62939e-09
3.82951e-05,0.008,-0.00799999
3.82961e-05,0.008,-0.00799999
3.82971e-05,0.008,-0.00799999
3.82981e-05,0.008,7.62939e-09
3.82991e-05,0.008,7.62939e-09
3.83001e-05,0.008,7.62939e-09
3.83011e-05,0.008,-0.00799999
3.83021e-05,0.008,7.62939e-09
3.83031e-05,0.008,-0.00799999
3.83041e-05,0.008,7.62939e-09
3.83051e-05,0.008,-0.00799999
3.83061e-05,0.008,-0.00799999
3.83071e-05,0.008,-0.00799999
3.83081e-05,0.008,7.62939e-09
3.83091e-05,0.008,-0.00799999
3.83101e-05,0.008,7.62939e-09
3.83111e-05,0.008,-0.00799999
3.83121e-05,0.008,7.62939e-09
3.83131e-05,0.008,-0.00799999
3.83141e-05,0.008,7.62939e-09
3.83151e-05,0,-0.00799999
3.83161e-05,0.008,-0.00799999
3.83171e-05,0,-0.00799999
3.83181e-05,0.008,7.62939e-09
3.83191e-05,0,-0.00799999
3.83201e-05,0.008,7.62939e-09
3.83211e-05,0.008,-0.00799999
3.83221e-05,0.008,7.62939e-09
3.83231e-05,0.008,-0.016
3.83241e-05,0.008,7.62939e-09
3.83251e-05,0.008,-0.00799999
3.83261e-05,0.008,7.62939e-09
3.83271e-05,0.008,-0.00799999
3.83281e-05,0.008,7.62939e-09
3.83291e-05,0,-0.00799999
3.83301e-05,0.008,7.62939e-09
3.83311e-05,0,-0.00799999
3.83321e-05,0.008,-0.00799999
3.83331e-05,0.008,-0.00799999
3.83341e-05,0.008,-0.00799999
3.83351e-05,0.008,-0.00799999
3.83361e-05,0.008,7.62939e-09
3.83371e-05,0.008,-0.00799999
3.83381e-05,0.008,7.62939e-09
3.83391e-05,0.008,-0.00799999
3.83401e-05,0.008,7.62939e-09
3.83411e-05,0.008,-0.00799999
3.83421e-05,0,7.62939e-09
3.83431e-05,0.008,-0.00799999
3.83441e-05,0.008,7.62939e-09
3.83451e-05,0.008,-0.00799999
3.83461e-05,0.008,7.62939e-09
3.83471e-05,0.008,-0.00799999
3.83481e-05,0.008,7.62939e-09
3.83491e-05,0.008,-0.016
3.83501e-05,0.008,-0.00799999
3.83511e-05,0.008,-0.00799999
3.83521e-05,0.008,7.62939e-09
3.83531e-05,0.008,-0.00799999
3.83541e-05,0.008,7.62939e-09
3.83551e-05,0.008,-0.00799999
3.83561e-05,0.008,7.62939e-09
3.83571e-05,0.008,-0.00799999
3.83581e-05,0.008,7.62939e-09
3.83591e-05,0.008,-0.00799999
3.83601e-05,0.008,7.62939e-09
3.83611e-05,0.008,-0.00799999
3.83621e-05,0.008,7.62939e-09
3.83631e-05,0.008,-0.00799999
3.83641e-05,0.008,7.62939e-09
3.83651e-05,0.008,-0.00799999
3.83661e-05,0.008,7.62939e-09
3.83671e-05,0.008,-0.00799999
3.83681e-05,0.008,7.62939e-09
3.83691e-05,0.008,-0.00799999
3.83701e-05,0.008,7.62939e-09
3.83711e-05,0.008,-0.00799999
3.83721e-05,0.008,7.62939e-09
3.83731e-05,0.008,-0.00799999
3.83741e-05,0.008,7.62939e-09
3.83751e-05,0.008,-0.00799999
3.83761e-05,0.008,7.62939e-09
3.83771e-05,0.008,-0.00799999
3.83781e-05,0.008,7.62939e-09
3.83791e-05,0.008,-0.00799999
3.83801e-05,0.008,7.62939e-09
3.83811e-05,0.008,-0.00799999
3.83821e-05,0.008,7.62939e-09
3.83831e-05,0.008,-0.00799999
3.83841e-05,0.008,7.62939e-09
3.83851e-05,0.008,-0.00799999
3.83861e-05,0.008,7.62939e-09
3.83871e-05,0.008,-0.00799999
3.83881e-05,0.008,-0.00799999
3.83891e-05,0.008,-0.00799999
3.83901e-05,0.008,7.62939e-09
3.83911e-05,0.008,7.62939e-09
3.83921e-05,0.008,7.62939e-09
3.83931e-05,0.008,-0.00799999
3.83941e-05,0.008,-0.00799999
3.83951e-05,0.008,-0.00799999
3.83961e-05,0.008,-0.00799999
3.83971e-05,0.008,-0.00799999
3.83981e-05,0.008,-0.00799999
3.83991e-05,0.008,-0.00799999
3.84001e-05,0.008,-0.00799999
3.84011e-05,0.008,-0.00799999
3.84021e-05,0.008,7.62939e-09
3.84031e-05,0.008,-0.00799999
3.84041e-05,0.008,7.62939e-09
3.84051e-05,0.008,-0.00799999
3.84061e-05,0.008,-0.00799999
3.84071e-05,0.008,-0.00799999
3.84081e-05,0.008,-0.00799999
3.84091e-05,0.008,-0.00799999
3.84101e-05,0.008,-0.00799999
3.84111e-05,0.008,-0.00799999
3.84121e-05,0.008,-0.00799999
3.84131e-05,0.008,-0.00799999
3.84141e-05,0.008,-0.00799999
3.84151e-05,0.008,-0.00799999
3.84161e-05,0.008,-0.00799999
3.84171e-05,0.008,-0.00799999
3.84181e-05,0.008,-0.00799999
3.84191e-05,0.008,-0.00799999
3.84201e-05,0.008,7.62939e-09
3.84211e-05,0.008,-0.00799999
3.84221e-05,0.008,7.62939e-09
3.84231e-05,0.008,-0.00799999
3.84241e-05,0.008,7.62939e-09
3.84251e-05,0.008,-0.00799999
3.84261e-05,0.008,7.62939e-09
3.84271e-05,0.008,-0.00799999
3.84281e-05,0.008,7.62939e-09
3.84291e-05,0.008,-0.00799999
3.84301e-05,0.008,7.62939e-09
3.84311e-05,0.008,-0.00799999
3.84321e-05,0.008,7.62939e-09
3.84331e-05,0.008,-0.00799999
3.84341e-05,0.008,7.62939e-09
3.84351e-05,0.008,-0.00799999
3.84361e-05,0.008,7.62939e-09
3.84371e-05,0.008,-0.00799999
3.84381e-05,0.008,7.62939e-09
3.84391e-05,0.008,-0.00799999
3.84401e-05,0.008,7.62939e-09
3.84411e-05,0.008,-0.00799999
3.84421e-05,0.008,7.62939e-09
3.84431e-05,0.008,-0.00799999
3.84441e-05,0.008,7.62939e-09
3.84451e-05,0.008,-0.00799999
3.84461e-05,0.008,7.62939e-09
3.84471e-05,0.008,-0.00799999
3.84481e-05,0.008,7.62939e-09
3.84491e-05,0.008,-0.00799999
3.84501e-05,0.008,7.62939e-09
3.84511e-05,0.008,-0.00799999
3.84521e-05,0.008,7.62939e-09
3.84531e-05,0.008,-0.00799999
3.84541e-05,0.008,7.62939e-09
3.84551e-05,0,-0.00799999
3.84561e-05,0.008,7.62939e-09
3.84571e-05,0,-0.00799999
3.84581e-05,0.008,7.62939e-09
3.84591e-05,0.008,-0.00799999
3.84601e-05,0.008,7.62939e-09
3.84611e-05,0.008,-0.00799999
3.84621e-05,0.008,7.62939e-09
3.84631e-05,0.008,-0.00799999
3.84641e-05,0.008,7.62939e-09
3.84651e-05,0.008,-0.00799999
3.84661e-05,0.008,7.62939e-09
3.84671e-05,0.008,-0.00799999
3.84681e-05,0.008,7.62939e-09
3.84691e-05,0.008,-0.00799999
3.84701e-05,0.008,7.62939e-09
3.84711e-05,0.008,-0.00799999
3.84721e-05,0.008,-0.00799999
3.84731e-05,0.008,-0.00799999
3.84741e-05,0.008,7.62939e-09
3.84751e-05,0.008,-0.00799999
3.84761e-05,0.008,7.62939e-09
3.84771e-05,0.008,-0.00799999
3.84781e-05,0.008,7.62939e-09
3.84791e-05,0.008,-0.00799999
3.84801e-05,0.008,7.62939e-09
3.84811e-05,0.008,-0.00799999
3.84821e-05,0.008,7.62939e-09
3.84831e-05,0,-0.00799999
3.84841e-05,0.008,7.62939e-09
3.84851e-05,0,-0.00799999
3.84861e-05,0.008,7.62939e-09
3.84871e-05,0.008,-0.00799999
3.84881e-05,0.008,7.62939e-09
3.84891e-05,0.008,-0.00799999
3.84901e-05,0.008,7.62939e-09
3.84911e-05,0.008,-0.00799999
3.84921e-05,0.008,7.62939e-09
3.84931e-05,0.008,-0.00799999
3.84941e-05,0.008,7.62939e-09
3.84951e-05,0.008,-0.00799999
3.84961e-05,0.008,-0.00799999
3.84971e-05,0.008,-0.00799999
3.84981e-05,0.008,-0.00799999
3.84991e-05,0.008,-0.00799999
3.85001e-05,0.008,7.62939e-09
3.85011e-05,0.008,-0.00799999
3.85021e-05,0.008,7.62939e-09
3.85031e-05,0.008,-0.00799999
3.85041e-05,0.008,7.62939e-09
3.85051e-05,0.008,-0.00799999
3.85061e-05,0.008,7.62939e-09
3.85071e-05,0.008,-0.00799999
3.85081e-05,0.008,7.62939e-09
3.85091e-05,0,-0.00799999
3.85101e-05,0.008,7.62939e-09
3.85111e-05,0.008,-0.00799999
3.85121e-05,0.008,7.62939e-09
3.85131e-05,0.008,-0.00799999
3.85141e-05,0.008,7.62939e-09
3.85151e-05,0.008,-0.00799999
3.85161e-05,0.008,7.62939e-09
3.85171e-05,0.008,-0.00799999
3.85181e-05,0.008,7.62939e-09
3.85191e-05,0.008,-0.00799999
3.85201e-05,0.008,7.62939e-09
3.85211e-05,0.008,-0.00799999
3.85221e-05,0.008,7.62939e-09
3.85231e-05,0,-0.00799999
3.85241e-05,0.008,-0.00799999
3.85251e-05,0,-0.00799999
3.85261e-05,0.008,7.62939e-09
3.85271e-05,0,-0.00799999
3.85281e-05,0.008,7.62939e-09
3.85291e-05,0,-0.00799999
3.85301e-05,0.008,7.62939e-09
3.85311e-05,0.008,-0.00799999
3.85321e-05,0.008,7.62939e-09
3.85331e-05,0.008,-0.00799999
3.85341e-05,0.008,7.62939e-09
3.85351e-05,0.008,-0.00799999
3.85361e-05,0.008,7.62939e-09
3.85371e-05,0.008,-0.00799999
3.85381e-05,0.008,7.62939e-09
3.85391e-05,0.008,-0.00799999
3.85401e-05,0.008,7.62939e-09
3.85411e-05,0.008,7.62939e-09
3.85421e-05,0.008,7.62939e-09
3.85431e-05,0,-0.00799999
3.85441e-05,0.008,7.62939e-09
3.85451e-05,0,-0.00799999
3.85461e-05,0,7.62939e-09
3.85471e-05,0,-0.00799999
3.85481e-05,0.008,7.62939e-09
3.85491e-05,0,-0.00799999
3.85501e-05,0.008,7.62939e-09
3.85511e-05,0,-0.00799999
3.85521e-05,0.008,7.62939e-09
3.85531e-05,0,-0.00799999
3.85541e-05,0.008,7.62939e-09
3.85551e-05,0.008,-0.00799999
3.85561e-05,0.008,7.62939e-09
3.85571e-05,0.008,-0.00799999
3.85581e-05,0.008,-0.00799999
3.85591e-05,0.008,-0.00799999
3.85601e-05,0,7.62939e-09
3.85611e-05,0,-0.00799999
3.85621e-05,0.008,7.62939e-09
3.85631e-05,0.008,-0.00799999
3.85641e-05,0.016,7.62939e-09
3.85651e-05,0.008,-0.00799999
3.85661e-05,0.008,7.62939e-09
3.85671e-05,0.008,-0.00799999
3.85681e-05,0.008,7.62939e-09
3.85691e-05,0.008,-0.00799999
3.85701e-05,0.008,7.62939e-09
3.85711e-05,0.008,-0.00799999
3.85721e-05,0.008,7.62939e-09
3.85731e-05,0.008,-0.00799999
3.85741e-05,0.008,7.62939e-09
3.85751e-05,0.008,-0.00799999
3.85761e-05,0.008,7.62939e-09
3.85771e-05,0.008,-0.00799999
3.85781e-05,0.008,7.62939e-09
3.85791e-05,0.008,-0.00799999
3.85801e-05,0.008,7.62939e-09
3.85811e-05,0.008,-0.00799999
3.85821e-05,0.008,7.62939e-09
3.85831e-05,0.008,-0.00799999
3.85841e-05,0.008,7.62939e-09
3.85851e-05,0.008,-0.00799999
3.85861e-05,0.008,7.62939e-09
3.85871e-05,0.008,-0.00799999
3.85881e-05,0.008,7.62939e-09
3.85891e-05,0.008,-0.00799999
3.85901e-05,0.008,7.62939e-09
3.85911e-05,0.008,-0.00799999
3.85921e-05,0.008,7.62939e-09
3.85931e-05,0,-0.00799999
3.85941e-05,0.008,7.62939e-09
3.85951e-05,0,-0.00799999
3.85961e-05,0.008,7.62939e-09
3.85971e-05,0,-0.00799999
3.85981e-05,0.008,7.62939e-09
3.85991e-05,0,-0.00799999
3.86001e-05,0.008,7.62939e-09
3.86011e-05,0.008,-0.00799999
3.86021e-05,0.008,7.62939e-09
3.86031e-05,0.008,-0.00799999
3.86041e-05,0.008,7.62939e-09
3.86051e-05,0.008,-0.00799999
3.86061e-05,0.008,7.62939e-09
3.86071e-05,0.008,-0.00799999
3.86081e-05,0.008,7.62939e-09
3.86091e-05,0.008,-0.00799999
3.86101e-05,0.008,7.62939e-09
3.86111e-05,0.008,-0.00799999
3.86121e-05,0.008,7.62939e-09
3.86131e-05,0.008,-0.00799999
3.86141e-05,0.008,7.62939e-09
3.86151e-05,0.008,-0.00799999
3.86161e-05,0.008,7.62939e-09
3.86171e-05,0.008,-0.00799999
3.86181e-05,0.008,7.62939e-09
3.86191e-05,0.008,-0.016
3.86201e-05,0.008,7.62939e-09
3.86211e-05,0.008,-0.00799999
3.86221e-05,0.008,7.62939e-09
3.86231e-05,0.008,-0.00799999
3.86241e-05,0.008,7.62939e-09
3.86251e-05,0.008,-0.00799999
3.86261e-05,0.008,7.62939e-09
3.86271e-05,0.008,-0.00799999
3.86281e-05,0.008,7.62939e-09
3.86291e-05,0.008,-0.00799999
3.86301e-05,0.008,7.62939e-09
3.86311e-05,0.008,-0.00799999
3.86321e-05,0.008,7.62939e-09
3.86331e-05,0.008,-0.00799999
3.86341e-05,0.008,7.62939e-09
3.86351e-05,0.008,-0.00799999
3.86361e-05,0.008,7.62939e-09
3.86371e-05,0.008,-0.00799999
3.86381e-05,0.008,-0.00799999
3.86391e-05,0.008,-0.00799999
3.86401e-05,0.008,7.62939e-09
3.86411e-05,0.008,-0.00799999
3.86421e-05,0.008,7.62939e-09
3.86431e-05,0.008,-0.00799999
3.86441e-05,0.008,7.62939e-09
3.86451e-05,0.008,7.62939e-09
3.86461e-05,0.008,7.62939e-09
3.86471e-05,0.008,-0.00799999
3.86481e-05,0.008,7.62939e-09
3.86491e-05,0.008,-0.00799999
3.86501e-05,0.008,7.62939e-09
3.86511e-05,0.008,-0.00799999
3.86521e-05,0.008,7.62939e-09
3.86531e-05,0.008,-0.00799999
3.86541e-05,0.008,7.62939e-09
3.86551e-05,0.008,-0.00799999
3.86561e-05,0.008,-0.00799999
3.86571e-05,0.008,-0.00799999
3.86581e-05,0.008,-0.00799999
3.86591e-05,0.008,-0.00799999
3.86601e-05,0.008,7.62939e-09
3.86611e-05,0,-0.00799999
3.86621e-05,0.008,7.62939e-09
3.86631e-05,0.008,-0.00799999
3.86641e-05,0.008,7.62939e-09
3.86651e-05,0.008,-0.00799999
3.86661e-05,0.008,7.62939e-09
3.86671e-05,0.008,-0.00799999
3.86681e-05,0.008,7.62939e-09
3.86691e-05,0.008,-0.00799999
3.86701e-05,0.008,7.62939e-09
3.86711e-05,0.008,-0.00799999
3.86721e-05,0.008,7.62939e-09
3.86731e-05,0.008,-0.00799999
3.86741e-05,0.008,7.62939e-09
3.86751e-05,0.008,-0.00799999
3.86761e-05,0.008,7.62939e-09
3.86771e-05,0.008,-0.00799999
3.86781e-05,0.008,7.62939e-09
3.86791e-05,0.008,-0.00799999
3.86801e-05,0.008,7.62939e-09
3.86811e-05,0.008,-0.00799999
3.86821e-05,0.008,-0.00799999
3.86831e-05,0.008,-0.00799999
3.86841e-05,0.008,7.62939e-09
3.86851e-05,0.008,-0.00799999
3.86861e-05,0.008,7.62939e-09
3.86871e-05,0.008,-0.00799999
3.86881e-05,0.008,7.62939e-09
3.86891e-05,0.008,-0.00799999
3.86901e-05,0.008,7.62939e-09
3.86911e-05,0.008,-0.00799999
3.86921e-05,0.008,7.62939e-09
3.86931e-05,0.008,-0.00799999
3.86941e-05,0.008,7.62939e-09
3.86951e-05,0.008,-0.00799999
3.86961e-05,0.008,7.62939e-09
3.86971e-05,0.008,-0.00799999
3.86981e-05,0.008,7.62939e-09
3.86991e-05,0.008,-0.00799999
3.87001e-05,0.008,7.62939e-09
3.87011e-05,0.008,7.62939e-09
3.87021e-05,0.008,7.62939e-09
3.87031e-05,0.008,-0.00799999
3.87041e-05,0.008,7.62939e-09
3.87051e-05,0,-0.00799999
3.87061e-05,0.008,7.62939e-09
3.87071e-05,0,-0.00799999
3.87081e-05,0.008,7.62939e-09
3.87091e-05,0,-0.00799999
3.87101e-05,0.008,7.62939e-09
3.87111e-05,0,-0.00799999
3.87121e-05,0.008,-0.00799999
3.87131e-05,0.008,-0.00799999
3.87141e-05,0.008,-0.00799999
3.87151e-05,0.008,-0.00799999
3.87161e-05,0.008,7.62939e-09
3.87171e-05,0.008,-0.00799999
3.87181e-05,0.008,7.62939e-09
3.87191e-05,0.008,-0.00799999
3.87201e-05,0.008,7.62939e-09
3.87211e-05,0.008,-0.00799999
3.87221e-05,0.008,7.62939e-09
3.87231e-05,0.008,-0.00799999
3.87241e-05,0.008,-0.00799999
3.87251e-05,0.008,-0.00799999
3.87261e-05,0,7.62939e-09
3.87271e-05,0,-0.00799999
3.87281e-05,0,7.62939e-09
3.87291e-05,0.008,-0.00799999
3.87301e-05,0.008,7.62939e-09
3.87311e-05,0.008,-0.00799999
3.87321e-05,0.008,7.62939e-09
3.87331e-05,0.008,-0.00799999
3.87341e-05,0.008,7.62939e-09
3.87351e-05,0.008,-0.00799999
3.87361e-05,0.008,7.62939e-09
3.87371e-05,0.008,-0.00799999
3.87381e-05,0.008,7.62939e-09
